mesec,obcina,drzava,meritev,vrednost
2023M11,Maribor,2.6 Češka republika,Prenočitve turistov,703
2023M11,Maribor,2.7 Črna gora,Prihodi turistov,70
2023M11,Maribor,2.7 Črna gora,Prenočitve turistov,745
2023M11,Maribor,2.8 Danska,Prihodi turistov,13
2023M11,Maribor,2.8 Danska,Prenočitve turistov,22
2023M11,Maribor,2.9 Estonija,Prihodi turistov,11
2023M11,Maribor,2.9 Estonija,Prenočitve turistov,27
2023M11,Maribor,2.10 Finska,Prihodi turistov,15
2023M11,Maribor,2.10 Finska,Prenočitve turistov,38
2023M11,Maribor,2.11 Francija,Prihodi turistov,112
2023M11,Maribor,2.11 Francija,Prenočitve turistov,525
2023M11,Maribor,2.12 Grčija,Prihodi turistov,36
2023M11,Maribor,2.12 Grčija,Prenočitve turistov,111
2023M11,Maribor,2.13 Hrvaška,Prihodi turistov,973
2023M11,Maribor,2.13 Hrvaška,Prenočitve turistov,1996
2023M11,Maribor,2.14 Irska,Prihodi turistov,11
2023M11,Maribor,2.14 Irska,Prenočitve turistov,24
2023M11,Maribor,2.15 Islandija,Prihodi turistov,2
2023M11,Maribor,2.15 Islandija,Prenočitve turistov,2
2023M11,Maribor,2.16 Italija,Prihodi turistov,467
2023M11,Maribor,2.16 Italija,Prenočitve turistov,1056
2023M11,Maribor,2.17 Latvija,Prihodi turistov,12
2023M11,Maribor,2.17 Latvija,Prenočitve turistov,29
2023M11,Maribor,2.18 Litva,Prihodi turistov,31
2023M11,Maribor,2.18 Litva,Prenočitve turistov,185
2023M11,Maribor,2.19 Luksemburg,Prihodi turistov,9
2023M11,Maribor,2.19 Luksemburg,Prenočitve turistov,14
2023M11,Maribor,2.20 Madžarska,Prihodi turistov,381
2023M11,Maribor,2.20 Madžarska,Prenočitve turistov,727
2023M11,Maribor,2.21 Makedonija,Prihodi turistov,145
2023M11,Maribor,2.21 Makedonija,Prenočitve turistov,2291
2023M11,Maribor,2.22 Malta,Prihodi turistov,2
2023M11,Maribor,2.22 Malta,Prenočitve turistov,110
2023M11,Maribor,2.23 Nemčija,Prihodi turistov,655
2023M11,Maribor,2.23 Nemčija,Prenočitve turistov,1782
2023M11,Maribor,2.24 Nizozemska,Prihodi turistov,79
2023M11,Maribor,2.24 Nizozemska,Prenočitve turistov,218
2023M11,Maribor,2.25 Norveška,Prihodi turistov,12
2023M11,Maribor,2.25 Norveška,Prenočitve turistov,22
2023M11,Maribor,2.26 Poljska,Prihodi turistov,185
2023M11,Maribor,2.26 Poljska,Prenočitve turistov,632
2023M11,Maribor,2.27 Portugalska,Prihodi turistov,33
2023M11,Maribor,2.27 Portugalska,Prenočitve turistov,576
2023M11,Maribor,2.28 Romunija,Prihodi turistov,346
2023M11,Maribor,2.28 Romunija,Prenočitve turistov,778
2023M11,Maribor,2.29 Ruska federacija,Prihodi turistov,55
2023M11,Maribor,2.29 Ruska federacija,Prenočitve turistov,244
2023M11,Maribor,2.30 Slovaška,Prihodi turistov,281
2023M11,Maribor,2.30 Slovaška,Prenočitve turistov,614
2023M11,Maribor,2.31 Srbija,Prihodi turistov,626
2023M11,Maribor,2.31 Srbija,Prenočitve turistov,3021
2023M11,Maribor,2.32 Španija,Prihodi turistov,161
2023M11,Maribor,2.32 Španija,Prenočitve turistov,1205
2023M11,Maribor,2.33 Švedska,Prihodi turistov,43
2023M11,Maribor,2.33 Švedska,Prenočitve turistov,339
2023M11,Maribor,2.34 Švica,Prihodi turistov,67
2023M11,Maribor,2.34 Švica,Prenočitve turistov,157
2023M11,Maribor,2.35 Turčija,Prihodi turistov,40
2023M11,Maribor,2.35 Turčija,Prenočitve turistov,839
2023M11,Maribor,2.36 Ukrajina,Prihodi turistov,235
2023M11,Maribor,2.36 Ukrajina,Prenočitve turistov,1009
2023M11,Maribor,2.37 Združeno kraljestvo,Prihodi turistov,55
2023M11,Maribor,2.37 Združeno kraljestvo,Prenočitve turistov,130
2023M11,Maribor,2.38 Druge evropske države,Prihodi turistov,180
2023M11,Maribor,2.38 Druge evropske države,Prenočitve turistov,435
2023M11,Maribor,2.39 Južna Afrika,Prihodi turistov,5
2023M11,Maribor,2.39 Južna Afrika,Prenočitve turistov,39
2023M11,Maribor,2.40 Druge afriške države,Prihodi turistov,41
2023M11,Maribor,2.40 Druge afriške države,Prenočitve turistov,62
2023M11,Maribor,2.41 Avstralija,Prihodi turistov,27
2023M11,Maribor,2.41 Avstralija,Prenočitve turistov,68
2023M11,Maribor,2.42 Nova Zelandija,Prihodi turistov,6
2023M11,Maribor,2.42 Nova Zelandija,Prenočitve turistov,44
2023M11,Maribor,2.43 Druge države in ozemlja Oceanije,Prihodi turistov,
2023M11,Maribor,2.43 Druge države in ozemlja Oceanije,Prenočitve turistov,
2023M11,Maribor,2.44 Izrael,Prihodi turistov,6
2023M11,Maribor,2.44 Izrael,Prenočitve turistov,66
2023M11,Maribor,2.45 Japonska,Prihodi turistov,8
2023M11,Maribor,2.45 Japonska,Prenočitve turistov,9
2023M11,Maribor,2.46 Kitajska (Ljudska republika),Prihodi turistov,109
2023M11,Maribor,2.46 Kitajska (Ljudska republika),Prenočitve turistov,671
2023M11,Maribor,2.47 Koreja (Republika),Prihodi turistov,238
2023M11,Maribor,2.47 Koreja (Republika),Prenočitve turistov,241
2023M11,Maribor,2.48 Druge azijske države,Prihodi turistov,178
2023M11,Maribor,2.48 Druge azijske države,Prenočitve turistov,901
2023M11,Maribor,2.49 Brazilija,Prihodi turistov,25
2023M11,Maribor,2.49 Brazilija,Prenočitve turistov,124
2023M11,Maribor,2.50 Druge države Južne in Srednje Amerike,Prihodi turistov,44
2023M11,Maribor,2.50 Druge države Južne in Srednje Amerike,Prenočitve turistov,89
2023M11,Maribor,2.51 Kanada,Prihodi turistov,23
2023M11,Maribor,2.51 Kanada,Prenočitve turistov,58
2023M11,Maribor,2.52 Združene države (ZDA),Prihodi turistov,106
2023M11,Maribor,2.52 Združene države (ZDA),Prenočitve turistov,228
2023M11,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prihodi turistov,
2023M11,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prenočitve turistov,
2023M12,Maribor,0 Država - SKUPAJ,Prihodi turistov,14271
2023M12,Maribor,0 Država - SKUPAJ,Prenočitve turistov,34037
2023M12,Maribor,1 DOMAČI,Prihodi turistov,3419
2023M12,Maribor,1 DOMAČI,Prenočitve turistov,5254
2023M12,Maribor,2 TUJI,Prihodi turistov,10852
2023M12,Maribor,2 TUJI,Prenočitve turistov,28783
2023M12,Maribor,2.1 Avstrija,Prihodi turistov,1509
2023M12,Maribor,2.1 Avstrija,Prenočitve turistov,2125
2023M12,Maribor,2.2 Belgija,Prihodi turistov,54
2023M12,Maribor,2.2 Belgija,Prenočitve turistov,72
2023M12,Maribor,2.3 Bolgarija,Prihodi turistov,154
2023M12,Maribor,2.3 Bolgarija,Prenočitve turistov,298
2023M12,Maribor,2.4 Bosna in Hercegovina,Prihodi turistov,758
2023M12,Maribor,2.4 Bosna in Hercegovina,Prenočitve turistov,1585
2023M12,Maribor,2.5 Ciper,Prihodi turistov,2
2023M12,Maribor,2.5 Ciper,Prenočitve turistov,7
2023M12,Maribor,2.6 Češka republika,Prihodi turistov,217
2023M12,Maribor,2.6 Češka republika,Prenočitve turistov,503
2023M12,Maribor,2.7 Črna gora,Prihodi turistov,83
2023M12,Maribor,2.7 Črna gora,Prenočitve turistov,509
2023M12,Maribor,2.8 Danska,Prihodi turistov,11
2023M12,Maribor,2.8 Danska,Prenočitve turistov,12
2023M12,Maribor,2.9 Estonija,Prihodi turistov,7
2023M12,Maribor,2.9 Estonija,Prenočitve turistov,28
2023M12,Maribor,2.10 Finska,Prihodi turistov,24
2023M12,Maribor,2.10 Finska,Prenočitve turistov,29
2023M12,Maribor,2.11 Francija,Prihodi turistov,75
2023M12,Maribor,2.11 Francija,Prenočitve turistov,437
2023M12,Maribor,2.12 Grčija,Prihodi turistov,40
2023M12,Maribor,2.12 Grčija,Prenočitve turistov,95
2023M12,Maribor,2.13 Hrvaška,Prihodi turistov,2099
2023M12,Maribor,2.13 Hrvaška,Prenočitve turistov,3963
2023M12,Maribor,2.14 Irska,Prihodi turistov,11
2023M12,Maribor,2.14 Irska,Prenočitve turistov,28
2023M12,Maribor,2.15 Islandija,Prihodi turistov,3
2023M12,Maribor,2.15 Islandija,Prenočitve turistov,3
2023M12,Maribor,2.16 Italija,Prihodi turistov,928
2023M12,Maribor,2.16 Italija,Prenočitve turistov,1633
2023M12,Maribor,2.17 Latvija,Prihodi turistov,15
2023M12,Maribor,2.17 Latvija,Prenočitve turistov,27
2023M12,Maribor,2.18 Litva,Prihodi turistov,17
2023M12,Maribor,2.18 Litva,Prenočitve turistov,92
2023M12,Maribor,2.19 Luksemburg,Prihodi turistov,13
2023M12,Maribor,2.19 Luksemburg,Prenočitve turistov,13
2023M12,Maribor,2.20 Madžarska,Prihodi turistov,841
2023M12,Maribor,2.20 Madžarska,Prenočitve turistov,1776
2023M12,Maribor,2.21 Makedonija,Prihodi turistov,148
2023M12,Maribor,2.21 Makedonija,Prenočitve turistov,1962
2023M12,Maribor,2.22 Malta,Prihodi turistov,4
2023M12,Maribor,2.22 Malta,Prenočitve turistov,5
2023M12,Maribor,2.23 Nemčija,Prihodi turistov,733
2023M12,Maribor,2.23 Nemčija,Prenočitve turistov,1759
2023M12,Maribor,2.24 Nizozemska,Prihodi turistov,122
2023M12,Maribor,2.24 Nizozemska,Prenočitve turistov,266
2023M12,Maribor,2.25 Norveška,Prihodi turistov,9
2023M12,Maribor,2.25 Norveška,Prenočitve turistov,15
2023M12,Maribor,2.26 Poljska,Prihodi turistov,204
2023M12,Maribor,2.26 Poljska,Prenočitve turistov,583
2023M12,Maribor,2.27 Portugalska,Prihodi turistov,10
2023M12,Maribor,2.27 Portugalska,Prenočitve turistov,507
2023M12,Maribor,2.28 Romunija,Prihodi turistov,541
2023M12,Maribor,2.28 Romunija,Prenočitve turistov,1068
2023M12,Maribor,2.29 Ruska federacija,Prihodi turistov,82
2023M12,Maribor,2.29 Ruska federacija,Prenočitve turistov,338
2023M12,Maribor,2.30 Slovaška,Prihodi turistov,251
2023M12,Maribor,2.30 Slovaška,Prenočitve turistov,600
2023M12,Maribor,2.31 Srbija,Prihodi turistov,674
2023M12,Maribor,2.31 Srbija,Prenočitve turistov,2684
2023M12,Maribor,2.32 Španija,Prihodi turistov,99
2023M12,Maribor,2.32 Španija,Prenočitve turistov,838
2023M12,Maribor,2.33 Švedska,Prihodi turistov,30
2023M12,Maribor,2.33 Švedska,Prenočitve turistov,70
2023M12,Maribor,2.34 Švica,Prihodi turistov,72
2023M12,Maribor,2.34 Švica,Prenočitve turistov,186
2023M12,Maribor,2.35 Turčija,Prihodi turistov,28
2023M12,Maribor,2.35 Turčija,Prenočitve turistov,816
2023M12,Maribor,2.36 Ukrajina,Prihodi turistov,319
2023M12,Maribor,2.36 Ukrajina,Prenočitve turistov,1119
2023M12,Maribor,2.37 Združeno kraljestvo,Prihodi turistov,77
2023M12,Maribor,2.37 Združeno kraljestvo,Prenočitve turistov,134
2023M12,Maribor,2.38 Druge evropske države,Prihodi turistov,128
2023M12,Maribor,2.38 Druge evropske države,Prenočitve turistov,326
2023M12,Maribor,2.39 Južna Afrika,Prihodi turistov,9
2023M12,Maribor,2.39 Južna Afrika,Prenočitve turistov,12
2023M12,Maribor,2.40 Druge afriške države,Prihodi turistov,45
2023M12,Maribor,2.40 Druge afriške države,Prenočitve turistov,165
2023M12,Maribor,2.41 Avstralija,Prihodi turistov,24
2023M12,Maribor,2.41 Avstralija,Prenočitve turistov,46
2023M12,Maribor,2.42 Nova Zelandija,Prihodi turistov,1
2023M12,Maribor,2.42 Nova Zelandija,Prenočitve turistov,9
2023M12,Maribor,2.43 Druge države in ozemlja Oceanije,Prihodi turistov,
2023M12,Maribor,2.43 Druge države in ozemlja Oceanije,Prenočitve turistov,
2023M12,Maribor,2.44 Izrael,Prihodi turistov,9
2023M12,Maribor,2.44 Izrael,Prenočitve turistov,14
2023M12,Maribor,2.45 Japonska,Prihodi turistov,10
2023M12,Maribor,2.45 Japonska,Prenočitve turistov,16
2023M12,Maribor,2.46 Kitajska (Ljudska republika),Prihodi turistov,47
2023M12,Maribor,2.46 Kitajska (Ljudska republika),Prenočitve turistov,588
2023M12,Maribor,2.47 Koreja (Republika),Prihodi turistov,15
2023M12,Maribor,2.47 Koreja (Republika),Prenočitve turistov,26
2023M12,Maribor,2.48 Druge azijske države,Prihodi turistov,124
2023M12,Maribor,2.48 Druge azijske države,Prenočitve turistov,987
2023M12,Maribor,2.49 Brazilija,Prihodi turistov,8
2023M12,Maribor,2.49 Brazilija,Prenočitve turistov,74
2023M12,Maribor,2.50 Druge države Južne in Srednje Amerike,Prihodi turistov,48
2023M12,Maribor,2.50 Druge države Južne in Srednje Amerike,Prenočitve turistov,102
2023M12,Maribor,2.51 Kanada,Prihodi turistov,19
2023M12,Maribor,2.51 Kanada,Prenočitve turistov,34
2023M12,Maribor,2.52 Združene države (ZDA),Prihodi turistov,101
2023M12,Maribor,2.52 Združene države (ZDA),Prenočitve turistov,199
2023M12,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prihodi turistov,
2023M12,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prenočitve turistov,
2024M01,Maribor,0 Država - SKUPAJ,Prihodi turistov,11979
2024M01,Maribor,0 Država - SKUPAJ,Prenočitve turistov,34686
2024M01,Maribor,1 DOMAČI,Prihodi turistov,2191
2024M01,Maribor,1 DOMAČI,Prenočitve turistov,3815
2024M01,Maribor,2 TUJI,Prihodi turistov,9788
2024M01,Maribor,2 TUJI,Prenočitve turistov,30871
2024M01,Maribor,2.1 Avstrija,Prihodi turistov,589
2024M01,Maribor,2.1 Avstrija,Prenočitve turistov,1049
2024M01,Maribor,2.2 Belgija,Prihodi turistov,63
2024M01,Maribor,2.2 Belgija,Prenočitve turistov,110
2024M01,Maribor,2.3 Bolgarija,Prihodi turistov,84
2024M01,Maribor,2.3 Bolgarija,Prenočitve turistov,239
2024M01,Maribor,2.4 Bosna in Hercegovina,Prihodi turistov,680
2024M01,Maribor,2.4 Bosna in Hercegovina,Prenočitve turistov,1536
2024M01,Maribor,2.5 Ciper,Prihodi turistov,45
2024M01,Maribor,2.5 Ciper,Prenočitve turistov,144
2024M01,Maribor,2.6 Češka republika,Prihodi turistov,232
2024M01,Maribor,2.6 Češka republika,Prenočitve turistov,755
2024M01,Maribor,2.7 Črna gora,Prihodi turistov,114
2024M01,Maribor,2.7 Črna gora,Prenočitve turistov,451
2024M01,Maribor,2.8 Danska,Prihodi turistov,10
2024M01,Maribor,2.8 Danska,Prenočitve turistov,15
2024M01,Maribor,2.9 Estonija,Prihodi turistov,15
2024M01,Maribor,2.9 Estonija,Prenočitve turistov,30
2024M01,Maribor,2.10 Finska,Prihodi turistov,15
2024M01,Maribor,2.10 Finska,Prenočitve turistov,38
2024M01,Maribor,2.11 Francija,Prihodi turistov,96
2024M01,Maribor,2.11 Francija,Prenočitve turistov,519
2024M01,Maribor,2.12 Grčija,Prihodi turistov,39
2024M01,Maribor,2.12 Grčija,Prenočitve turistov,111
2024M01,Maribor,2.13 Hrvaška,Prihodi turistov,2096
2024M01,Maribor,2.13 Hrvaška,Prenočitve turistov,4849
2024M01,Maribor,2.14 Irska,Prihodi turistov,12
2024M01,Maribor,2.14 Irska,Prenočitve turistov,29
2024M01,Maribor,2.15 Islandija,Prihodi turistov,1
2024M01,Maribor,2.15 Islandija,Prenočitve turistov,1
2024M01,Maribor,2.16 Italija,Prihodi turistov,638
2024M01,Maribor,2.16 Italija,Prenočitve turistov,1515
2024M01,Maribor,2.17 Latvija,Prihodi turistov,18
2024M01,Maribor,2.17 Latvija,Prenočitve turistov,69
2024M01,Maribor,2.18 Litva,Prihodi turistov,15
2024M01,Maribor,2.18 Litva,Prenočitve turistov,69
2024M01,Maribor,2.19 Luksemburg,Prihodi turistov,29
2024M01,Maribor,2.19 Luksemburg,Prenočitve turistov,115
2024M01,Maribor,2.20 Madžarska,Prihodi turistov,832
2024M01,Maribor,2.20 Madžarska,Prenočitve turistov,2209
2024M01,Maribor,2.21 Makedonija,Prihodi turistov,177
2024M01,Maribor,2.21 Makedonija,Prenočitve turistov,1528
2024M01,Maribor,2.22 Malta,Prihodi turistov,9
2024M01,Maribor,2.22 Malta,Prenočitve turistov,17
2024M01,Maribor,2.23 Nemčija,Prihodi turistov,693
2024M01,Maribor,2.23 Nemčija,Prenočitve turistov,1807
2024M01,Maribor,2.24 Nizozemska,Prihodi turistov,117
2024M01,Maribor,2.24 Nizozemska,Prenočitve turistov,337
2024M01,Maribor,2.25 Norveška,Prihodi turistov,4
2024M01,Maribor,2.25 Norveška,Prenočitve turistov,7
2024M01,Maribor,2.26 Poljska,Prihodi turistov,176
2024M01,Maribor,2.26 Poljska,Prenočitve turistov,675
2024M01,Maribor,2.27 Portugalska,Prihodi turistov,33
2024M01,Maribor,2.27 Portugalska,Prenočitve turistov,497
2024M01,Maribor,2.28 Romunija,Prihodi turistov,691
2024M01,Maribor,2.28 Romunija,Prenočitve turistov,1231
2024M01,Maribor,2.29 Ruska federacija,Prihodi turistov,47
2024M01,Maribor,2.29 Ruska federacija,Prenočitve turistov,214
2024M01,Maribor,2.30 Slovaška,Prihodi turistov,237
2024M01,Maribor,2.30 Slovaška,Prenočitve turistov,755
2024M01,Maribor,2.31 Srbija,Prihodi turistov,779
2024M01,Maribor,2.31 Srbija,Prenočitve turistov,3371
2024M01,Maribor,2.32 Španija,Prihodi turistov,78
2024M01,Maribor,2.32 Španija,Prenočitve turistov,811
2024M01,Maribor,2.33 Švedska,Prihodi turistov,32
2024M01,Maribor,2.33 Švedska,Prenočitve turistov,92
2024M01,Maribor,2.34 Švica,Prihodi turistov,39
2024M01,Maribor,2.34 Švica,Prenočitve turistov,82
2024M01,Maribor,2.35 Turčija,Prihodi turistov,57
2024M01,Maribor,2.35 Turčija,Prenočitve turistov,885
2024M01,Maribor,2.36 Ukrajina,Prihodi turistov,290
2024M01,Maribor,2.36 Ukrajina,Prenočitve turistov,1161
2024M01,Maribor,2.37 Združeno kraljestvo,Prihodi turistov,56
2024M01,Maribor,2.37 Združeno kraljestvo,Prenočitve turistov,159
2024M01,Maribor,2.38 Druge evropske države,Prihodi turistov,202
2024M01,Maribor,2.38 Druge evropske države,Prenočitve turistov,428
2024M01,Maribor,2.39 Južna Afrika,Prihodi turistov,2
2024M01,Maribor,2.39 Južna Afrika,Prenočitve turistov,4
2024M01,Maribor,2.40 Druge afriške države,Prihodi turistov,26
2024M01,Maribor,2.40 Druge afriške države,Prenočitve turistov,325
2024M01,Maribor,2.41 Avstralija,Prihodi turistov,27
2024M01,Maribor,2.41 Avstralija,Prenočitve turistov,75
2024M01,Maribor,2.42 Nova Zelandija,Prihodi turistov,1
2024M01,Maribor,2.42 Nova Zelandija,Prenočitve turistov,1
2024M01,Maribor,2.43 Druge države in ozemlja Oceanije,Prihodi turistov,
2024M01,Maribor,2.43 Druge države in ozemlja Oceanije,Prenočitve turistov,
2024M01,Maribor,2.44 Izrael,Prihodi turistov,82
2024M01,Maribor,2.44 Izrael,Prenočitve turistov,321
2024M01,Maribor,2.45 Japonska,Prihodi turistov,11
2024M01,Maribor,2.45 Japonska,Prenočitve turistov,11
2024M01,Maribor,2.46 Kitajska (Ljudska republika),Prihodi turistov,47
2024M01,Maribor,2.46 Kitajska (Ljudska republika),Prenočitve turistov,613
2024M01,Maribor,2.47 Koreja (Republika),Prihodi turistov,27
2024M01,Maribor,2.47 Koreja (Republika),Prenočitve turistov,109
2024M01,Maribor,2.48 Druge azijske države,Prihodi turistov,81
2024M01,Maribor,2.48 Druge azijske države,Prenočitve turistov,1064
2024M01,Maribor,2.49 Brazilija,Prihodi turistov,15
2024M01,Maribor,2.49 Brazilija,Prenočitve turistov,87
2024M01,Maribor,2.50 Druge države Južne in Srednje Amerike,Prihodi turistov,46
2024M01,Maribor,2.50 Druge države Južne in Srednje Amerike,Prenočitve turistov,91
2024M01,Maribor,2.51 Kanada,Prihodi turistov,13
2024M01,Maribor,2.51 Kanada,Prenočitve turistov,33
2024M01,Maribor,2.52 Združene države (ZDA),Prihodi turistov,70
2024M01,Maribor,2.52 Združene države (ZDA),Prenočitve turistov,227
2024M01,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prihodi turistov,
2024M01,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prenočitve turistov,
2024M02,Maribor,0 Država - SKUPAJ,Prihodi turistov,12226
2024M02,Maribor,0 Država - SKUPAJ,Prenočitve turistov,34371
2024M02,Maribor,1 DOMAČI,Prihodi turistov,2439
2024M02,Maribor,1 DOMAČI,Prenočitve turistov,4469
2024M02,Maribor,2 TUJI,Prihodi turistov,9787
2024M02,Maribor,2 TUJI,Prenočitve turistov,29902
2024M02,Maribor,2.1 Avstrija,Prihodi turistov,677
2024M02,Maribor,2.1 Avstrija,Prenočitve turistov,1121
2024M02,Maribor,2.2 Belgija,Prihodi turistov,164
2024M02,Maribor,2.2 Belgija,Prenočitve turistov,627
2024M02,Maribor,2.3 Bolgarija,Prihodi turistov,96
2024M02,Maribor,2.3 Bolgarija,Prenočitve turistov,219
2024M02,Maribor,2.4 Bosna in Hercegovina,Prihodi turistov,462
2024M02,Maribor,2.4 Bosna in Hercegovina,Prenočitve turistov,1100
2024M02,Maribor,2.5 Ciper,Prihodi turistov,2
2024M02,Maribor,2.5 Ciper,Prenočitve turistov,5
2024M02,Maribor,2.6 Češka republika,Prihodi turistov,259
2024M02,Maribor,2.6 Češka republika,Prenočitve turistov,1009
2024M02,Maribor,2.7 Črna gora,Prihodi turistov,56
2024M02,Maribor,2.7 Črna gora,Prenočitve turistov,325
2024M02,Maribor,2.8 Danska,Prihodi turistov,11
2024M02,Maribor,2.8 Danska,Prenočitve turistov,25
2024M02,Maribor,2.9 Estonija,Prihodi turistov,9
2024M02,Maribor,2.9 Estonija,Prenočitve turistov,9
2024M02,Maribor,2.10 Finska,Prihodi turistov,15
2024M02,Maribor,2.10 Finska,Prenočitve turistov,53
2024M02,Maribor,2.11 Francija,Prihodi turistov,112
2024M02,Maribor,2.11 Francija,Prenočitve turistov,571
2024M02,Maribor,2.12 Grčija,Prihodi turistov,59
2024M02,Maribor,2.12 Grčija,Prenočitve turistov,218
2024M02,Maribor,2.13 Hrvaška,Prihodi turistov,2131
2024M02,Maribor,2.13 Hrvaška,Prenočitve turistov,5411
2024M02,Maribor,2.14 Irska,Prihodi turistov,20
2024M02,Maribor,2.14 Irska,Prenočitve turistov,77
2024M02,Maribor,2.15 Islandija,Prihodi turistov,1
2024M02,Maribor,2.15 Islandija,Prenočitve turistov,2
2024M02,Maribor,2.16 Italija,Prihodi turistov,475
2024M02,Maribor,2.16 Italija,Prenočitve turistov,1542
2024M02,Maribor,2.17 Latvija,Prihodi turistov,10
2024M02,Maribor,2.17 Latvija,Prenočitve turistov,17
2024M02,Maribor,2.18 Litva,Prihodi turistov,22
2024M02,Maribor,2.18 Litva,Prenočitve turistov,70
2024M02,Maribor,2.19 Luksemburg,Prihodi turistov,
2024M02,Maribor,2.19 Luksemburg,Prenočitve turistov,
2024M02,Maribor,2.20 Madžarska,Prihodi turistov,806
2024M02,Maribor,2.20 Madžarska,Prenočitve turistov,2020
2024M02,Maribor,2.21 Makedonija,Prihodi turistov,94
2024M02,Maribor,2.21 Makedonija,Prenočitve turistov,1303
2024M02,Maribor,2.22 Malta,Prihodi turistov,12
2024M02,Maribor,2.22 Malta,Prenočitve turistov,27
2024M02,Maribor,2.23 Nemčija,Prihodi turistov,700
2024M02,Maribor,2.23 Nemčija,Prenočitve turistov,1726
2024M02,Maribor,2.24 Nizozemska,Prihodi turistov,72
