mesec,obcina,drzava,meritev,vrednost
2023M07,Maribor,2.16 Italija,Prenočitve turistov,3823
2023M07,Maribor,2.17 Latvija,Prihodi turistov,177
2023M07,Maribor,2.17 Latvija,Prenočitve turistov,764
2023M07,Maribor,2.18 Litva,Prihodi turistov,330
2023M07,Maribor,2.18 Litva,Prenočitve turistov,870
2023M07,Maribor,2.19 Luksemburg,Prihodi turistov,56
2023M07,Maribor,2.19 Luksemburg,Prenočitve turistov,288
2023M07,Maribor,2.20 Madžarska,Prihodi turistov,1539
2023M07,Maribor,2.20 Madžarska,Prenočitve turistov,3906
2023M07,Maribor,2.21 Makedonija,Prihodi turistov,182
2023M07,Maribor,2.21 Makedonija,Prenočitve turistov,408
2023M07,Maribor,2.22 Malta,Prihodi turistov,94
2023M07,Maribor,2.22 Malta,Prenočitve turistov,378
2023M07,Maribor,2.23 Nemčija,Prihodi turistov,5238
2023M07,Maribor,2.23 Nemčija,Prenočitve turistov,8815
2023M07,Maribor,2.24 Nizozemska,Prihodi turistov,1663
2023M07,Maribor,2.24 Nizozemska,Prenočitve turistov,3424
2023M07,Maribor,2.25 Norveška,Prihodi turistov,420
2023M07,Maribor,2.25 Norveška,Prenočitve turistov,1689
2023M07,Maribor,2.26 Poljska,Prihodi turistov,4647
2023M07,Maribor,2.26 Poljska,Prenočitve turistov,6487
2023M07,Maribor,2.27 Portugalska,Prihodi turistov,195
2023M07,Maribor,2.27 Portugalska,Prenočitve turistov,1369
2023M07,Maribor,2.28 Romunija,Prihodi turistov,1892
2023M07,Maribor,2.28 Romunija,Prenočitve turistov,3305
2023M07,Maribor,2.29 Ruska federacija,Prihodi turistov,113
2023M07,Maribor,2.29 Ruska federacija,Prenočitve turistov,271
2023M07,Maribor,2.30 Slovaška,Prihodi turistov,1020
2023M07,Maribor,2.30 Slovaška,Prenočitve turistov,2212
2023M07,Maribor,2.31 Srbija,Prihodi turistov,660
2023M07,Maribor,2.31 Srbija,Prenočitve turistov,3893
2023M07,Maribor,2.32 Španija,Prihodi turistov,401
2023M07,Maribor,2.32 Španija,Prenočitve turistov,1718
2023M07,Maribor,2.33 Švedska,Prihodi turistov,837
2023M07,Maribor,2.33 Švedska,Prenočitve turistov,1514
2023M07,Maribor,2.34 Švica,Prihodi turistov,611
2023M07,Maribor,2.34 Švica,Prenočitve turistov,1953
2023M07,Maribor,2.35 Turčija,Prihodi turistov,237
2023M07,Maribor,2.35 Turčija,Prenočitve turistov,1400
2023M07,Maribor,2.36 Ukrajina,Prihodi turistov,1095
2023M07,Maribor,2.36 Ukrajina,Prenočitve turistov,2515
2023M07,Maribor,2.37 Združeno kraljestvo,Prihodi turistov,428
2023M07,Maribor,2.37 Združeno kraljestvo,Prenočitve turistov,1331
2023M07,Maribor,2.38 Druge evropske države,Prihodi turistov,442
2023M07,Maribor,2.38 Druge evropske države,Prenočitve turistov,1444
2023M07,Maribor,2.39 Južna Afrika,Prihodi turistov,17
2023M07,Maribor,2.39 Južna Afrika,Prenočitve turistov,25
2023M07,Maribor,2.40 Druge afriške države,Prihodi turistov,112
2023M07,Maribor,2.40 Druge afriške države,Prenočitve turistov,326
2023M07,Maribor,2.41 Avstralija,Prihodi turistov,105
2023M07,Maribor,2.41 Avstralija,Prenočitve turistov,217
2023M07,Maribor,2.42 Nova Zelandija,Prihodi turistov,28
2023M07,Maribor,2.42 Nova Zelandija,Prenočitve turistov,50
2023M07,Maribor,2.43 Druge države in ozemlja Oceanije,Prihodi turistov,2
2023M07,Maribor,2.43 Druge države in ozemlja Oceanije,Prenočitve turistov,2
2023M07,Maribor,2.44 Izrael,Prihodi turistov,206
2023M07,Maribor,2.44 Izrael,Prenočitve turistov,984
2023M07,Maribor,2.45 Japonska,Prihodi turistov,27
2023M07,Maribor,2.45 Japonska,Prenočitve turistov,62
2023M07,Maribor,2.46 Kitajska (Ljudska republika),Prihodi turistov,171
2023M07,Maribor,2.46 Kitajska (Ljudska republika),Prenočitve turistov,282
2023M07,Maribor,2.47 Koreja (Republika),Prihodi turistov,326
2023M07,Maribor,2.47 Koreja (Republika),Prenočitve turistov,326
2023M07,Maribor,2.48 Druge azijske države,Prihodi turistov,490
2023M07,Maribor,2.48 Druge azijske države,Prenočitve turistov,2413
2023M07,Maribor,2.49 Brazilija,Prihodi turistov,45
2023M07,Maribor,2.49 Brazilija,Prenočitve turistov,95
2023M07,Maribor,2.50 Druge države Južne in Srednje Amerike,Prihodi turistov,73
2023M07,Maribor,2.50 Druge države Južne in Srednje Amerike,Prenočitve turistov,205
2023M07,Maribor,2.51 Kanada,Prihodi turistov,86
2023M07,Maribor,2.51 Kanada,Prenočitve turistov,132
2023M07,Maribor,2.52 Združene države (ZDA),Prihodi turistov,386
2023M07,Maribor,2.52 Združene države (ZDA),Prenočitve turistov,758
2023M07,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prihodi turistov,
2023M07,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prenočitve turistov,
2023M08,Maribor,0 Država - SKUPAJ,Prihodi turistov,36152
2023M08,Maribor,0 Država - SKUPAJ,Prenočitve turistov,59911
2023M08,Maribor,1 DOMAČI,Prihodi turistov,1689
2023M08,Maribor,1 DOMAČI,Prenočitve turistov,3526
2023M08,Maribor,2 TUJI,Prihodi turistov,34463
2023M08,Maribor,2 TUJI,Prenočitve turistov,56385
2023M08,Maribor,2.1 Avstrija,Prihodi turistov,1649
2023M08,Maribor,2.1 Avstrija,Prenočitve turistov,2296
2023M08,Maribor,2.2 Belgija,Prihodi turistov,794
2023M08,Maribor,2.2 Belgija,Prenočitve turistov,1298
2023M08,Maribor,2.3 Bolgarija,Prihodi turistov,252
2023M08,Maribor,2.3 Bolgarija,Prenočitve turistov,371
2023M08,Maribor,2.4 Bosna in Hercegovina,Prihodi turistov,555
2023M08,Maribor,2.4 Bosna in Hercegovina,Prenočitve turistov,1106
2023M08,Maribor,2.5 Ciper,Prihodi turistov,8
2023M08,Maribor,2.5 Ciper,Prenočitve turistov,51
2023M08,Maribor,2.6 Češka republika,Prihodi turistov,2124
2023M08,Maribor,2.6 Češka republika,Prenočitve turistov,2752
2023M08,Maribor,2.7 Črna gora,Prihodi turistov,182
2023M08,Maribor,2.7 Črna gora,Prenočitve turistov,384
2023M08,Maribor,2.8 Danska,Prihodi turistov,105
2023M08,Maribor,2.8 Danska,Prenočitve turistov,202
2023M08,Maribor,2.9 Estonija,Prihodi turistov,122
2023M08,Maribor,2.9 Estonija,Prenočitve turistov,153
2023M08,Maribor,2.10 Finska,Prihodi turistov,63
2023M08,Maribor,2.10 Finska,Prenočitve turistov,89
2023M08,Maribor,2.11 Francija,Prihodi turistov,1040
2023M08,Maribor,2.11 Francija,Prenočitve turistov,1753
2023M08,Maribor,2.12 Grčija,Prihodi turistov,153
2023M08,Maribor,2.12 Grčija,Prenočitve turistov,215
2023M08,Maribor,2.13 Hrvaška,Prihodi turistov,777
2023M08,Maribor,2.13 Hrvaška,Prenočitve turistov,1900
2023M08,Maribor,2.14 Irska,Prihodi turistov,87
2023M08,Maribor,2.14 Irska,Prenočitve turistov,324
2023M08,Maribor,2.15 Islandija,Prihodi turistov,5
2023M08,Maribor,2.15 Islandija,Prenočitve turistov,22
2023M08,Maribor,2.16 Italija,Prihodi turistov,2569
2023M08,Maribor,2.16 Italija,Prenočitve turistov,4363
2023M08,Maribor,2.17 Latvija,Prihodi turistov,112
2023M08,Maribor,2.17 Latvija,Prenočitve turistov,150
2023M08,Maribor,2.18 Litva,Prihodi turistov,188
2023M08,Maribor,2.18 Litva,Prenočitve turistov,278
2023M08,Maribor,2.19 Luksemburg,Prihodi turistov,74
2023M08,Maribor,2.19 Luksemburg,Prenočitve turistov,98
2023M08,Maribor,2.20 Madžarska,Prihodi turistov,1189
2023M08,Maribor,2.20 Madžarska,Prenočitve turistov,1972
2023M08,Maribor,2.21 Makedonija,Prihodi turistov,197
2023M08,Maribor,2.21 Makedonija,Prenočitve turistov,513
2023M08,Maribor,2.22 Malta,Prihodi turistov,21
2023M08,Maribor,2.22 Malta,Prenočitve turistov,130
2023M08,Maribor,2.23 Nemčija,Prihodi turistov,5523
2023M08,Maribor,2.23 Nemčija,Prenočitve turistov,8055
2023M08,Maribor,2.24 Nizozemska,Prihodi turistov,1706
2023M08,Maribor,2.24 Nizozemska,Prenočitve turistov,2766
2023M08,Maribor,2.25 Norveška,Prihodi turistov,71
2023M08,Maribor,2.25 Norveška,Prenočitve turistov,98
2023M08,Maribor,2.26 Poljska,Prihodi turistov,4983
2023M08,Maribor,2.26 Poljska,Prenočitve turistov,5915
2023M08,Maribor,2.27 Portugalska,Prihodi turistov,96
2023M08,Maribor,2.27 Portugalska,Prenočitve turistov,431
2023M08,Maribor,2.28 Romunija,Prihodi turistov,2530
2023M08,Maribor,2.28 Romunija,Prenočitve turistov,3148
2023M08,Maribor,2.29 Ruska federacija,Prihodi turistov,155
2023M08,Maribor,2.29 Ruska federacija,Prenočitve turistov,359
2023M08,Maribor,2.30 Slovaška,Prihodi turistov,930
2023M08,Maribor,2.30 Slovaška,Prenočitve turistov,1256
2023M08,Maribor,2.31 Srbija,Prihodi turistov,596
2023M08,Maribor,2.31 Srbija,Prenočitve turistov,1406
2023M08,Maribor,2.32 Španija,Prihodi turistov,574
2023M08,Maribor,2.32 Španija,Prenočitve turistov,1032
2023M08,Maribor,2.33 Švedska,Prihodi turistov,285
2023M08,Maribor,2.33 Švedska,Prenočitve turistov,334
2023M08,Maribor,2.34 Švica,Prihodi turistov,313
2023M08,Maribor,2.34 Švica,Prenočitve turistov,638
2023M08,Maribor,2.35 Turčija,Prihodi turistov,206
2023M08,Maribor,2.35 Turčija,Prenočitve turistov,477
2023M08,Maribor,2.36 Ukrajina,Prihodi turistov,1213
2023M08,Maribor,2.36 Ukrajina,Prenočitve turistov,2038
2023M08,Maribor,2.37 Združeno kraljestvo,Prihodi turistov,472
2023M08,Maribor,2.37 Združeno kraljestvo,Prenočitve turistov,1111
2023M08,Maribor,2.38 Druge evropske države,Prihodi turistov,348
2023M08,Maribor,2.38 Druge evropske države,Prenočitve turistov,544
2023M08,Maribor,2.39 Južna Afrika,Prihodi turistov,9
2023M08,Maribor,2.39 Južna Afrika,Prenočitve turistov,36
2023M08,Maribor,2.40 Druge afriške države,Prihodi turistov,102
2023M08,Maribor,2.40 Druge afriške države,Prenočitve turistov,1110
2023M08,Maribor,2.41 Avstralija,Prihodi turistov,117
2023M08,Maribor,2.41 Avstralija,Prenočitve turistov,247
2023M08,Maribor,2.42 Nova Zelandija,Prihodi turistov,26
2023M08,Maribor,2.42 Nova Zelandija,Prenočitve turistov,58
2023M08,Maribor,2.43 Druge države in ozemlja Oceanije,Prihodi turistov,1
2023M08,Maribor,2.43 Druge države in ozemlja Oceanije,Prenočitve turistov,1
2023M08,Maribor,2.44 Izrael,Prihodi turistov,333
2023M08,Maribor,2.44 Izrael,Prenočitve turistov,1027
2023M08,Maribor,2.45 Japonska,Prihodi turistov,24
2023M08,Maribor,2.45 Japonska,Prenočitve turistov,37
2023M08,Maribor,2.46 Kitajska (Ljudska republika),Prihodi turistov,161
2023M08,Maribor,2.46 Kitajska (Ljudska republika),Prenočitve turistov,248
2023M08,Maribor,2.47 Koreja (Republika),Prihodi turistov,445
2023M08,Maribor,2.47 Koreja (Republika),Prenočitve turistov,457
2023M08,Maribor,2.48 Druge azijske države,Prihodi turistov,473
2023M08,Maribor,2.48 Druge azijske države,Prenočitve turistov,1988
2023M08,Maribor,2.49 Brazilija,Prihodi turistov,51
2023M08,Maribor,2.49 Brazilija,Prenočitve turistov,69
2023M08,Maribor,2.50 Druge države Južne in Srednje Amerike,Prihodi turistov,60
2023M08,Maribor,2.50 Druge države Južne in Srednje Amerike,Prenočitve turistov,162
2023M08,Maribor,2.51 Kanada,Prihodi turistov,101
2023M08,Maribor,2.51 Kanada,Prenočitve turistov,231
2023M08,Maribor,2.52 Združene države (ZDA),Prihodi turistov,293
2023M08,Maribor,2.52 Združene države (ZDA),Prenočitve turistov,686
2023M08,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prihodi turistov,
2023M08,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prenočitve turistov,
2023M09,Maribor,0 Država - SKUPAJ,Prihodi turistov,24254
2023M09,Maribor,0 Država - SKUPAJ,Prenočitve turistov,43137
2023M09,Maribor,1 DOMAČI,Prihodi turistov,2502
2023M09,Maribor,1 DOMAČI,Prenočitve turistov,3975
2023M09,Maribor,2 TUJI,Prihodi turistov,21752
2023M09,Maribor,2 TUJI,Prenočitve turistov,39162
2023M09,Maribor,2.1 Avstrija,Prihodi turistov,2086
2023M09,Maribor,2.1 Avstrija,Prenočitve turistov,2965
2023M09,Maribor,2.2 Belgija,Prihodi turistov,300
2023M09,Maribor,2.2 Belgija,Prenočitve turistov,587
2023M09,Maribor,2.3 Bolgarija,Prihodi turistov,150
2023M09,Maribor,2.3 Bolgarija,Prenočitve turistov,383
2023M09,Maribor,2.4 Bosna in Hercegovina,Prihodi turistov,651
2023M09,Maribor,2.4 Bosna in Hercegovina,Prenočitve turistov,1334
2023M09,Maribor,2.5 Ciper,Prihodi turistov,7
2023M09,Maribor,2.5 Ciper,Prenočitve turistov,11
2023M09,Maribor,2.6 Češka republika,Prihodi turistov,1299
2023M09,Maribor,2.6 Češka republika,Prenočitve turistov,2121
2023M09,Maribor,2.7 Črna gora,Prihodi turistov,98
2023M09,Maribor,2.7 Črna gora,Prenočitve turistov,708
2023M09,Maribor,2.8 Danska,Prihodi turistov,52
2023M09,Maribor,2.8 Danska,Prenočitve turistov,98
2023M09,Maribor,2.9 Estonija,Prihodi turistov,25
2023M09,Maribor,2.9 Estonija,Prenočitve turistov,62
2023M09,Maribor,2.10 Finska,Prihodi turistov,81
2023M09,Maribor,2.10 Finska,Prenočitve turistov,157
2023M09,Maribor,2.11 Francija,Prihodi turistov,510
2023M09,Maribor,2.11 Francija,Prenočitve turistov,1002
2023M09,Maribor,2.12 Grčija,Prihodi turistov,76
2023M09,Maribor,2.12 Grčija,Prenočitve turistov,117
2023M09,Maribor,2.13 Hrvaška,Prihodi turistov,729
2023M09,Maribor,2.13 Hrvaška,Prenočitve turistov,1602
2023M09,Maribor,2.14 Irska,Prihodi turistov,39
2023M09,Maribor,2.14 Irska,Prenočitve turistov,70
2023M09,Maribor,2.15 Islandija,Prihodi turistov,3
2023M09,Maribor,2.15 Islandija,Prenočitve turistov,3
2023M09,Maribor,2.16 Italija,Prihodi turistov,780
2023M09,Maribor,2.16 Italija,Prenočitve turistov,1747
2023M09,Maribor,2.17 Latvija,Prihodi turistov,41
2023M09,Maribor,2.17 Latvija,Prenočitve turistov,46
2023M09,Maribor,2.18 Litva,Prihodi turistov,38
2023M09,Maribor,2.18 Litva,Prenočitve turistov,62
2023M09,Maribor,2.19 Luksemburg,Prihodi turistov,31
2023M09,Maribor,2.19 Luksemburg,Prenočitve turistov,59
2023M09,Maribor,2.20 Madžarska,Prihodi turistov,701
2023M09,Maribor,2.20 Madžarska,Prenočitve turistov,1121
2023M09,Maribor,2.21 Makedonija,Prihodi turistov,323
2023M09,Maribor,2.21 Makedonija,Prenočitve turistov,1364
2023M09,Maribor,2.22 Malta,Prihodi turistov,19
2023M09,Maribor,2.22 Malta,Prenočitve turistov,149
2023M09,Maribor,2.23 Nemčija,Prihodi turistov,4090
2023M09,Maribor,2.23 Nemčija,Prenočitve turistov,6257
2023M09,Maribor,2.24 Nizozemska,Prihodi turistov,560
2023M09,Maribor,2.24 Nizozemska,Prenočitve turistov,977
2023M09,Maribor,2.25 Norveška,Prihodi turistov,41
2023M09,Maribor,2.25 Norveška,Prenočitve turistov,80
2023M09,Maribor,2.26 Poljska,Prihodi turistov,2387
2023M09,Maribor,2.26 Poljska,Prenočitve turistov,2909
2023M09,Maribor,2.27 Portugalska,Prihodi turistov,76
2023M09,Maribor,2.27 Portugalska,Prenočitve turistov,403
2023M09,Maribor,2.28 Romunija,Prihodi turistov,1231
2023M09,Maribor,2.28 Romunija,Prenočitve turistov,1739
2023M09,Maribor,2.29 Ruska federacija,Prihodi turistov,100
2023M09,Maribor,2.29 Ruska federacija,Prenočitve turistov,320
2023M09,Maribor,2.30 Slovaška,Prihodi turistov,554
2023M09,Maribor,2.30 Slovaška,Prenočitve turistov,790
2023M09,Maribor,2.31 Srbija,Prihodi turistov,772
2023M09,Maribor,2.31 Srbija,Prenočitve turistov,2349
2023M09,Maribor,2.32 Španija,Prihodi turistov,231
2023M09,Maribor,2.32 Španija,Prenočitve turistov,471
2023M09,Maribor,2.33 Švedska,Prihodi turistov,98
2023M09,Maribor,2.33 Švedska,Prenočitve turistov,168
2023M09,Maribor,2.34 Švica,Prihodi turistov,271
2023M09,Maribor,2.34 Švica,Prenočitve turistov,500
2023M09,Maribor,2.35 Turčija,Prihodi turistov,90
2023M09,Maribor,2.35 Turčija,Prenočitve turistov,198
2023M09,Maribor,2.36 Ukrajina,Prihodi turistov,613
2023M09,Maribor,2.36 Ukrajina,Prenočitve turistov,1401
2023M09,Maribor,2.37 Združeno kraljestvo,Prihodi turistov,205
2023M09,Maribor,2.37 Združeno kraljestvo,Prenočitve turistov,338
2023M09,Maribor,2.38 Druge evropske države,Prihodi turistov,280
2023M09,Maribor,2.38 Druge evropske države,Prenočitve turistov,446
2023M09,Maribor,2.39 Južna Afrika,Prihodi turistov,12
2023M09,Maribor,2.39 Južna Afrika,Prenočitve turistov,68
2023M09,Maribor,2.40 Druge afriške države,Prihodi turistov,34
2023M09,Maribor,2.40 Druge afriške države,Prenočitve turistov,104
2023M09,Maribor,2.41 Avstralija,Prihodi turistov,109
2023M09,Maribor,2.41 Avstralija,Prenočitve turistov,287
2023M09,Maribor,2.42 Nova Zelandija,Prihodi turistov,19
2023M09,Maribor,2.42 Nova Zelandija,Prenočitve turistov,49
2023M09,Maribor,2.43 Druge države in ozemlja Oceanije,Prihodi turistov,2
2023M09,Maribor,2.43 Druge države in ozemlja Oceanije,Prenočitve turistov,2
2023M09,Maribor,2.44 Izrael,Prihodi turistov,138
2023M09,Maribor,2.44 Izrael,Prenočitve turistov,314
2023M09,Maribor,2.45 Japonska,Prihodi turistov,36
2023M09,Maribor,2.45 Japonska,Prenočitve turistov,116
2023M09,Maribor,2.46 Kitajska (Ljudska republika),Prihodi turistov,208
2023M09,Maribor,2.46 Kitajska (Ljudska republika),Prenočitve turistov,260
2023M09,Maribor,2.47 Koreja (Republika),Prihodi turistov,722
2023M09,Maribor,2.47 Koreja (Republika),Prenočitve turistov,734
2023M09,Maribor,2.48 Druge azijske države,Prihodi turistov,345
2023M09,Maribor,2.48 Druge azijske države,Prenočitve turistov,970
2023M09,Maribor,2.49 Brazilija,Prihodi turistov,36
2023M09,Maribor,2.49 Brazilija,Prenočitve turistov,79
2023M09,Maribor,2.50 Druge države Južne in Srednje Amerike,Prihodi turistov,74
2023M09,Maribor,2.50 Druge države Južne in Srednje Amerike,Prenočitve turistov,221
2023M09,Maribor,2.51 Kanada,Prihodi turistov,98
2023M09,Maribor,2.51 Kanada,Prenočitve turistov,245
2023M09,Maribor,2.52 Združene države (ZDA),Prihodi turistov,281
2023M09,Maribor,2.52 Združene države (ZDA),Prenočitve turistov,599
2023M09,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prihodi turistov,
2023M09,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prenočitve turistov,
2023M10,Maribor,0 Država - SKUPAJ,Prihodi turistov,17174
2023M10,Maribor,0 Država - SKUPAJ,Prenočitve turistov,41810
2023M10,Maribor,1 DOMAČI,Prihodi turistov,2892
2023M10,Maribor,1 DOMAČI,Prenočitve turistov,4652
2023M10,Maribor,2 TUJI,Prihodi turistov,14282
2023M10,Maribor,2 TUJI,Prenočitve turistov,37158
2023M10,Maribor,2.1 Avstrija,Prihodi turistov,1831
2023M10,Maribor,2.1 Avstrija,Prenočitve turistov,2628
2023M10,Maribor,2.2 Belgija,Prihodi turistov,142
2023M10,Maribor,2.2 Belgija,Prenočitve turistov,260
2023M10,Maribor,2.3 Bolgarija,Prihodi turistov,172
2023M10,Maribor,2.3 Bolgarija,Prenočitve turistov,469
2023M10,Maribor,2.4 Bosna in Hercegovina,Prihodi turistov,571
2023M10,Maribor,2.4 Bosna in Hercegovina,Prenočitve turistov,1733
2023M10,Maribor,2.5 Ciper,Prihodi turistov,16
2023M10,Maribor,2.5 Ciper,Prenočitve turistov,43
2023M10,Maribor,2.6 Češka republika,Prihodi turistov,336
2023M10,Maribor,2.6 Češka republika,Prenočitve turistov,1322
2023M10,Maribor,2.7 Črna gora,Prihodi turistov,85
2023M10,Maribor,2.7 Črna gora,Prenočitve turistov,933
2023M10,Maribor,2.8 Danska,Prihodi turistov,22
2023M10,Maribor,2.8 Danska,Prenočitve turistov,76
2023M10,Maribor,2.9 Estonija,Prihodi turistov,31
2023M10,Maribor,2.9 Estonija,Prenočitve turistov,148
2023M10,Maribor,2.10 Finska,Prihodi turistov,59
2023M10,Maribor,2.10 Finska,Prenočitve turistov,125
2023M10,Maribor,2.11 Francija,Prihodi turistov,332
2023M10,Maribor,2.11 Francija,Prenočitve turistov,846
2023M10,Maribor,2.12 Grčija,Prihodi turistov,80
2023M10,Maribor,2.12 Grčija,Prenočitve turistov,204
2023M10,Maribor,2.13 Hrvaška,Prihodi turistov,931
2023M10,Maribor,2.13 Hrvaška,Prenočitve turistov,1913
2023M10,Maribor,2.14 Irska,Prihodi turistov,38
2023M10,Maribor,2.14 Irska,Prenočitve turistov,74
2023M10,Maribor,2.15 Islandija,Prihodi turistov,1
2023M10,Maribor,2.15 Islandija,Prenočitve turistov,1
2023M10,Maribor,2.16 Italija,Prihodi turistov,602
2023M10,Maribor,2.16 Italija,Prenočitve turistov,1400
2023M10,Maribor,2.17 Latvija,Prihodi turistov,28
2023M10,Maribor,2.17 Latvija,Prenočitve turistov,58
2023M10,Maribor,2.18 Litva,Prihodi turistov,39
2023M10,Maribor,2.18 Litva,Prenočitve turistov,103
2023M10,Maribor,2.19 Luksemburg,Prihodi turistov,14
2023M10,Maribor,2.19 Luksemburg,Prenočitve turistov,21
2023M10,Maribor,2.20 Madžarska,Prihodi turistov,697
2023M10,Maribor,2.20 Madžarska,Prenočitve turistov,1194
2023M10,Maribor,2.21 Makedonija,Prihodi turistov,176
2023M10,Maribor,2.21 Makedonija,Prenočitve turistov,2443
2023M10,Maribor,2.22 Malta,Prihodi turistov,43
2023M10,Maribor,2.22 Malta,Prenočitve turistov,46
2023M10,Maribor,2.23 Nemčija,Prihodi turistov,2287
2023M10,Maribor,2.23 Nemčija,Prenočitve turistov,4111
2023M10,Maribor,2.24 Nizozemska,Prihodi turistov,149
2023M10,Maribor,2.24 Nizozemska,Prenočitve turistov,318
2023M10,Maribor,2.25 Norveška,Prihodi turistov,28
2023M10,Maribor,2.25 Norveška,Prenočitve turistov,68
2023M10,Maribor,2.26 Poljska,Prihodi turistov,506
2023M10,Maribor,2.26 Poljska,Prenočitve turistov,1078
2023M10,Maribor,2.27 Portugalska,Prihodi turistov,50
2023M10,Maribor,2.27 Portugalska,Prenočitve turistov,639
2023M10,Maribor,2.28 Romunija,Prihodi turistov,585
2023M10,Maribor,2.28 Romunija,Prenočitve turistov,1392
2023M10,Maribor,2.29 Ruska federacija,Prihodi turistov,75
2023M10,Maribor,2.29 Ruska federacija,Prenočitve turistov,296
2023M10,Maribor,2.30 Slovaška,Prihodi turistov,217
2023M10,Maribor,2.30 Slovaška,Prenočitve turistov,626
2023M10,Maribor,2.31 Srbija,Prihodi turistov,691
2023M10,Maribor,2.31 Srbija,Prenočitve turistov,3429
2023M10,Maribor,2.32 Španija,Prihodi turistov,158
2023M10,Maribor,2.32 Španija,Prenočitve turistov,971
2023M10,Maribor,2.33 Švedska,Prihodi turistov,67
2023M10,Maribor,2.33 Švedska,Prenočitve turistov,227
2023M10,Maribor,2.34 Švica,Prihodi turistov,162
2023M10,Maribor,2.34 Švica,Prenočitve turistov,373
2023M10,Maribor,2.35 Turčija,Prihodi turistov,77
2023M10,Maribor,2.35 Turčija,Prenočitve turistov,979
2023M10,Maribor,2.36 Ukrajina,Prihodi turistov,390
2023M10,Maribor,2.36 Ukrajina,Prenočitve turistov,1268
2023M10,Maribor,2.37 Združeno kraljestvo,Prihodi turistov,130
2023M10,Maribor,2.37 Združeno kraljestvo,Prenočitve turistov,230
2023M10,Maribor,2.38 Druge evropske države,Prihodi turistov,209
2023M10,Maribor,2.38 Druge evropske države,Prenočitve turistov,600
2023M10,Maribor,2.39 Južna Afrika,Prihodi turistov,5
2023M10,Maribor,2.39 Južna Afrika,Prenočitve turistov,11
2023M10,Maribor,2.40 Druge afriške države,Prihodi turistov,26
2023M10,Maribor,2.40 Druge afriške države,Prenočitve turistov,51
2023M10,Maribor,2.41 Avstralija,Prihodi turistov,92
2023M10,Maribor,2.41 Avstralija,Prenočitve turistov,180
2023M10,Maribor,2.42 Nova Zelandija,Prihodi turistov,9
2023M10,Maribor,2.42 Nova Zelandija,Prenočitve turistov,35
2023M10,Maribor,2.43 Druge države in ozemlja Oceanije,Prihodi turistov,5
2023M10,Maribor,2.43 Druge države in ozemlja Oceanije,Prenočitve turistov,9
2023M10,Maribor,2.44 Izrael,Prihodi turistov,43
2023M10,Maribor,2.44 Izrael,Prenočitve turistov,173
2023M10,Maribor,2.45 Japonska,Prihodi turistov,27
2023M10,Maribor,2.45 Japonska,Prenočitve turistov,45
2023M10,Maribor,2.46 Kitajska (Ljudska republika),Prihodi turistov,331
2023M10,Maribor,2.46 Kitajska (Ljudska republika),Prenočitve turistov,878
2023M10,Maribor,2.47 Koreja (Republika),Prihodi turistov,651
2023M10,Maribor,2.47 Koreja (Republika),Prenočitve turistov,651
2023M10,Maribor,2.48 Druge azijske države,Prihodi turistov,698
2023M10,Maribor,2.48 Druge azijske države,Prenočitve turistov,1625
2023M10,Maribor,2.49 Brazilija,Prihodi turistov,57
2023M10,Maribor,2.49 Brazilija,Prenočitve turistov,214
2023M10,Maribor,2.50 Druge države Južne in Srednje Amerike,Prihodi turistov,55
2023M10,Maribor,2.50 Druge države Južne in Srednje Amerike,Prenočitve turistov,97
2023M10,Maribor,2.51 Kanada,Prihodi turistov,57
2023M10,Maribor,2.51 Kanada,Prenočitve turistov,134
2023M10,Maribor,2.52 Združene države (ZDA),Prihodi turistov,199
2023M10,Maribor,2.52 Združene države (ZDA),Prenočitve turistov,410
2023M10,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prihodi turistov,
2023M10,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prenočitve turistov,
2023M11,Maribor,0 Država - SKUPAJ,Prihodi turistov,10427
2023M11,Maribor,0 Država - SKUPAJ,Prenočitve turistov,30338
2023M11,Maribor,1 DOMAČI,Prihodi turistov,2623
2023M11,Maribor,1 DOMAČI,Prenočitve turistov,4065
2023M11,Maribor,2 TUJI,Prihodi turistov,7804
2023M11,Maribor,2 TUJI,Prenočitve turistov,26273
2023M11,Maribor,2.1 Avstrija,Prihodi turistov,771
2023M11,Maribor,2.1 Avstrija,Prenočitve turistov,1136
2023M11,Maribor,2.2 Belgija,Prihodi turistov,64
2023M11,Maribor,2.2 Belgija,Prenočitve turistov,104
2023M11,Maribor,2.3 Bolgarija,Prihodi turistov,91
2023M11,Maribor,2.3 Bolgarija,Prenočitve turistov,184
2023M11,Maribor,2.4 Bosna in Hercegovina,Prihodi turistov,553
2023M11,Maribor,2.4 Bosna in Hercegovina,Prenočitve turistov,1631
2023M11,Maribor,2.5 Ciper,Prihodi turistov,0
2023M11,Maribor,2.5 Ciper,Prenočitve turistov,12
2023M11,Maribor,2.6 Češka republika,Prihodi turistov,166
